#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-01 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,feel,metar
FZY,2018-01-03 05:20,-76.3847,43.3497,M,M,M,210.00,8.00,M,30.18,M,10.00,M,OVC,M,M,M,3399.00,M,M,M,M,M,M,M,M,KFZY 030520Z AUTO 21008KT 10SM OVC033 M09/M15 A3018 RMK T10901150 MADISHF
IAG,2018-01-03 05:20,-78.9462,43.1073,M,M,M,M,M,M,30.13,M,4.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,KIAG 030520Z AUTO /////KT 4SM BKN024 M06/M11 A3013 RMK T10601110 MADISHF
ART,2018-01-03 05:20,-76.0262,43.9888,M,M,M,260.00,13.00,M,30.11,M,0.25,M,BKN,OVC,M,M,1400.00,3700.00,M,M,+SN FZFG,M,M,M,M,KART 030520Z AUTO 26013KT 1/4SM +SN FZFG BKN014 OVC037 M06/M07 A3011 RMK T10601070 MADISHF
ROC,2018-01-03 05:20,-77.6767,43.1167,M,M,M,220.00,10.00,M,30.16,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KROC 030520Z AUTO 22010KT 10SM OVC027 M09/M15 A3016 RMK T10901150 MADISHF
BUF,2018-01-03 05:20,-78.7358,42.9408,M,M,M,210.00,19.00,M,30.16,M,9.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030520Z AUTO 21019KT 9SM -SN OVC019 M11/M17 A3016 RMK T11101170 MADISHF
DKK,2018-01-03 05:20,-79.2720,42.4933,M,M,M,200.00,11.00,M,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030520Z AUTO 20011KT 10SM CLR M13/M19 A3022 RMK T11301190 MADISHF
DSV,2018-01-03 05:20,-77.7130,42.5709,M,M,M,130.00,7.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030520Z AUTO 13007KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
FZY,2018-01-03 05:25,-76.3847,43.3497,M,M,M,210.00,7.00,M,30.18,M,10.00,M,OVC,M,M,M,3399.00,M,M,M,M,M,M,M,M,KFZY 030525Z AUTO 21007KT 10SM OVC033 M09/M15 A3018 RMK T10901150 MADISHF
DSV,2018-01-03 05:25,-77.7130,42.5709,M,M,M,190.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030525Z AUTO 19004KT 10SM CLR M13/M19 A3019 RMK T11301190 MADISHF
BUF,2018-01-03 05:25,-78.7358,42.9408,M,M,M,210.00,17.00,M,30.15,M,9.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030525Z AUTO 21017KT 9SM -SN OVC019 M11/M17 A3015 RMK T11101170 MADISHF
ROC,2018-01-03 05:25,-77.6767,43.1167,M,M,M,220.00,8.00,M,30.16,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KROC 030525Z AUTO 22008KT 10SM OVC027 M09/M15 A3016 RMK T10901150 MADISHF
ART,2018-01-03 05:25,-76.0262,43.9888,M,M,M,250.00,12.00,M,30.11,M,0.25,M,BKN,OVC,M,M,1300.00,1800.00,M,M,SN FZFG,M,M,M,M,KART 030525Z AUTO 25012KT 1/4SM SN FZFG BKN013 OVC018 M06/M06 A3011 RMK T10601060 MADISHF
DKK,2018-01-03 05:25,-79.2720,42.4933,M,M,M,200.00,12.00,M,30.22,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030525Z AUTO 20012KT 10SM CLR M13/M19 A3022 RMK T11301190 MADISHF
IAG,2018-01-03 05:25,-78.9462,43.1073,M,M,M,230.00,19.00,M,30.13,M,4.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,KIAG 030525Z AUTO 23019KT 4SM BKN024 M06/M11 A3013 RMK T10601110 MADISHF
DSV,2018-01-03 05:30,-77.7130,42.5709,M,M,M,180.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030530Z AUTO 18004KT 10SM CLR M13/M19 A3019 RMK T11301190 MADISHF
IAG,2018-01-03 05:30,-78.9462,43.1073,M,M,M,230.00,19.00,M,30.13,M,6.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,KIAG 030530Z AUTO 23019KT 6SM BKN024 M06/M11 A3013 RMK T10601110 MADISHF
ROC,2018-01-03 05:30,-77.6767,43.1167,M,M,M,220.00,9.00,M,30.16,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KROC 030530Z AUTO 22009KT 10SM OVC027 M09/M15 A3016 RMK T10901150 MADISHF
DKK,2018-01-03 05:30,-79.2720,42.4933,M,M,M,200.00,12.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030530Z AUTO 20012KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
BUF,2018-01-03 05:30,-78.7358,42.9408,M,M,M,210.00,19.00,M,30.15,M,9.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030530Z AUTO 21019KT 9SM -SN OVC019 M11/M16 A3015 RMK T11101160 MADISHF
ROC,2018-01-03 05:35,-77.6767,43.1167,M,M,M,210.00,9.00,M,30.16,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KROC 030535Z AUTO 21009KT 10SM OVC027 M09/M15 A3016 RMK T10901150 MADISHF
SDC,2018-01-03 05:35,-77.1195,43.2346,14.00,5.00,66.82,230.00,7.00,0.00,30.19,M,10.00,M,SCT,M,M,M,2700.00,M,M,M,M,M,M,M,2.84,KSDC 030535Z AUTO 23007KT 10SM SCT027 M10/M15 A3019 RMK AO2
DSV,2018-01-03 05:35,-77.7130,42.5709,M,M,M,150.00,5.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030535Z AUTO 15005KT 10SM CLR M13/M19 A3019 RMK T11301190 MADISHF
FZY,2018-01-03 05:35,-76.3847,43.3497,M,M,M,210.00,8.00,M,30.18,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 030535Z AUTO 21008KT 10SM OVC032 M09/M15 A3018 RMK T10901150 MADISHF
DKK,2018-01-03 05:35,-79.2720,42.4933,M,M,M,200.00,14.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030535Z AUTO 20014KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
IAG,2018-01-03 05:35,-78.9462,43.1073,M,M,M,M,M,M,30.13,M,6.00,M,BKN,M,M,M,2400.00,M,M,M,HZ,M,M,M,M,KIAG 030535Z AUTO /////KT 6SM HZ BKN024 M06/M11 A3013 RMK T10601110 MADISHF
BUF,2018-01-03 05:35,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,9.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030535Z AUTO /////KT 9SM -SN OVC019 M11/M17 A3015 RMK T11101170 MADISHF
ART,2018-01-03 05:35,-76.0262,43.9888,M,M,M,260.00,13.00,M,30.11,M,0.25,M,BKN,OVC,M,M,1100.00,1800.00,M,M,SN FZFG,M,M,M,M,KART 030535Z AUTO 26013KT 1/4SM SN FZFG BKN011 OVC018 M06/M06 A3011 RMK T10601060 MADISHF
ART,2018-01-03 05:39,-76.0262,43.9888,21.90,21.00,96.26,250.00,10.00,T,30.11,M,0.50,19.00,BKN,OVC,M,M,900.00,1500.00,M,M,SN FZFG,M,M,M,10.30,KART 030539Z AUTO 25010G19KT 1/2SM SN FZFG BKN009 OVC015 M06/M06 A3011 RMK AO2 P0000 T10561061
BUF,2018-01-03 05:40,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,8.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030540Z AUTO /////KT 8SM -SN OVC019 M11/M17 A3015 RMK T11101170 MADISHF
DSV,2018-01-03 05:40,-77.7130,42.5709,M,M,M,150.00,5.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030540Z AUTO 15005KT 10SM CLR M13/M19 A3019 RMK T11301190 MADISHF
DKK,2018-01-03 05:40,-79.2720,42.4933,M,M,M,200.00,13.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030540Z AUTO 20013KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
ROC,2018-01-03 05:40,-77.6767,43.1167,M,M,M,210.00,9.00,M,30.16,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KROC 030540Z AUTO 21009KT 10SM OVC027 M09/M16 A3016 RMK T10901160 MADISHF
IAG,2018-01-03 05:40,-78.9462,43.1073,M,M,M,M,M,T,30.13,M,4.00,M,BKN,M,M,M,2400.00,M,M,M,UP,M,M,M,M,KIAG 030540Z AUTO /////KT 4SM UP BKN024 M06/M12 A3013 RMK P0000 T10601120 MADISHF
ART,2018-01-03 05:40,-76.0262,43.9888,M,M,M,250.00,10.00,M,30.11,M,0.50,M,BKN,OVC,M,M,900.00,1699.00,M,M,SN FZFG,M,M,M,M,KART 030540Z AUTO 25010KT 1/2SM SN FZFG BKN009 OVC016 M06/M06 A3011 RMK T10601060 MADISHF
DKK,2018-01-03 05:45,-79.2720,42.4933,M,M,M,210.00,12.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030545Z AUTO 21012KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
IAG,2018-01-03 05:45,-78.9462,43.1073,M,M,M,230.00,19.00,M,30.12,M,5.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,KIAG 030545Z AUTO 23019KT 5SM BKN024 M06/M12 A3012 RMK T10601120 MADISHF
DSV,2018-01-03 05:45,-77.7130,42.5709,M,M,M,140.00,5.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030545Z AUTO 14005KT 10SM CLR M12/M19 A3019 RMK T11201190 MADISHF
ROC,2018-01-03 05:45,-77.6767,43.1167,M,M,M,210.00,9.00,M,30.16,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,KROC 030545Z AUTO 21009KT 10SM OVC027 M09/M16 A3016 RMK T10901160 MADISHF
FZY,2018-01-03 05:45,-76.3847,43.3497,M,M,M,210.00,9.00,M,30.18,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 030545Z AUTO 21009KT 10SM OVC032 M09/M15 A3018 RMK T10901150 MADISHF
BUF,2018-01-03 05:45,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,7.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030545Z AUTO /////KT 7SM -SN OVC019 M11/M17 A3015 RMK T11101170 MADISHF
ART,2018-01-03 05:45,-76.0262,43.9888,M,M,M,230.00,8.00,M,30.11,M,0.75,M,BKN,OVC,M,M,900.00,1699.00,M,M,-SN BR,M,M,M,M,KART 030545Z AUTO 23008KT 1SM -SN BR BKN009 OVC016 M05/M06 A3011 RMK T10501060 MADISHF
FZY,2018-01-03 05:50,-76.3847,43.3497,M,M,M,210.00,7.00,M,30.18,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 030550Z AUTO 21007KT 10SM OVC032 M09/M15 A3018 RMK T10901150 MADISHF
IAG,2018-01-03 05:50,-78.9462,43.1073,M,M,M,230.00,19.00,M,30.12,M,7.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,KIAG 030550Z AUTO 23019KT 7SM BKN024 M06/M12 A3012 RMK T10601120 MADISHF
BUF,2018-01-03 05:50,-78.7358,42.9408,M,M,M,210.00,21.00,M,30.15,M,7.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030550Z AUTO 21021KT 7SM -SN OVC019 M11/M17 A3015 RMK T11101170 MADISHF
ROC,2018-01-03 05:50,-77.6767,43.1167,M,M,M,210.00,10.00,M,30.16,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030550Z AUTO 21010KT 10SM OVC026 M09/M16 A3016 RMK T10901160  BINOVC 4/007 MADISHF
DKK,2018-01-03 05:50,-79.2720,42.4933,M,M,M,210.00,11.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030550Z AUTO 21011KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
DSV,2018-01-03 05:50,-77.7130,42.5709,M,M,M,140.00,4.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030550Z AUTO 14004KT 10SM CLR M13/M19 A3018 RMK T11301190 MADISHF
IAG,2018-01-03 05:53,-78.9462,43.1073,21.00,10.90,64.48,230.00,27.00,T,30.12,1022.10,8.00,34.00,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,2.35,KIAG 030553Z AUTO 23027G34KT 8SM BKN024 M06/M12 A3012 RMK AO2 PK WND 23036/0540 UPB16E19B40E41 SLP221 P0000 60000 T10611117 11056 21067 58007
DKK,2018-01-03 05:53,-79.2720,42.4933,8.10,-2.90,60.07,200.00,11.00,0.00,30.20,1024.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,-7.74,KDKK 030553Z AUTO 20011KT 10SM CLR M13/M19 A3020 RMK AO2 SLP242 T11331194 11106 21133 58008
BUF,2018-01-03 05:54,-78.7358,42.9408,12.00,1.90,63.25,220.00,21.00,T,30.15,1022.30,7.00,31.00,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,-7.82,KBUF 030554Z 22021G31KT 7SM -SN OVC021 M11/M17 A3015 RMK AO2 PK WND 21031/0553 SLP223 DRSN 4/008 P0000 60000 T11111167 11089 21111 58005 $
ROC,2018-01-03 05:54,-77.6767,43.1167,15.10,3.90,60.54,220.00,11.00,T,30.16,1022.70,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,1.11,KROC 030554Z 22011KT 10SM OVC026 M09/M16 A3016 RMK AO2 SNE0456 SLP227 BINOVC 4/007 P0000 60000 T10941156 11089 21094 58004
FZY,2018-01-03 05:54,-76.3847,43.3497,16.00,5.00,61.23,220.00,11.00,0.00,30.18,1022.80,10.00,18.00,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,2.25,KFZY 030554Z AUTO 22011G18KT 10SM OVC032 M09/M15 A3018 RMK AO2 SLP228 T10891150 11083 21089 50006
DSV,2018-01-03 05:54,-77.7130,42.5709,9.00,-2.00,60.21,170.00,4.00,0.00,30.19,1024.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,0.56,KDSV 030554Z AUTO 17004KT 10SM CLR M13/M19 A3019 RMK AO2 SLP244 T11281189 11100 21144 58010
DSV,2018-01-03 05:55,-77.7130,42.5709,M,M,M,160.00,4.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030555Z AUTO 16004KT 10SM CLR M13/M19 A3019 RMK T11301190 MADISHF
DKK,2018-01-03 05:55,-79.2720,42.4933,M,M,M,200.00,12.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030555Z AUTO 20012KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
IAG,2018-01-03 05:55,-78.9462,43.1073,M,M,M,230.00,21.00,M,30.12,M,7.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,KIAG 030555Z AUTO 23021KT 7SM BKN024 M06/M12 A3012 RMK T10601120 MADISHF
ART,2018-01-03 05:55,-76.0262,43.9888,M,M,M,230.00,12.00,M,30.11,M,0.50,M,BKN,OVC,M,M,900.00,1699.00,M,M,SN FZFG,M,M,M,M,KART 030555Z AUTO 23012KT 1/2SM SN FZFG BKN009 OVC016 M05/M06 A3011 RMK T10501060 MADISHF
ROC,2018-01-03 05:55,-77.6767,43.1167,M,M,M,220.00,10.00,M,30.16,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030555Z AUTO 22010KT 10SM OVC026 M09/M16 A3016 RMK T10901160 MADISHF
FZY,2018-01-03 05:55,-76.3847,43.3497,M,M,M,220.00,12.00,M,30.18,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KFZY 030555Z AUTO 22012KT 10SM OVC032 M09/M15 A3018 RMK T10901150 MADISHF
SDC,2018-01-03 05:55,-77.1195,43.2346,14.00,5.00,66.82,230.00,7.00,0.00,30.18,M,10.00,M,SCT,M,M,M,2700.00,M,M,M,M,M,M,M,2.84,KSDC 030555Z AUTO 23007KT 10SM SCT027 M10/M15 A3018 RMK AO2
BUF,2018-01-03 05:55,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,7.00,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KBUF 030555Z AUTO /////KT 7SM -SN OVC021 M11/M17 A3015 RMK T11101170 MADISHF
ART,2018-01-03 05:56,-76.0262,43.9888,23.00,21.90,95.47,220.00,11.00,T,30.11,1020.40,0.50,19.00,BKN,OVC,M,M,900.00,1400.00,M,M,SN FZFG,M,M,M,11.09,KART 030556Z AUTO 22011G19KT 1/2SM SN FZFG BKN009 OVC014 M05/M06 A3011 RMK AO2 SLP204 P0000 60000 T10501056 11044 21056 51003
DSV,2018-01-03 06:00,-77.7130,42.5709,M,M,M,160.00,3.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030600Z AUTO 16003KT 10SM CLR M13/M19 A3018 RMK T11301190 VRB03KT  MADISHF
IAG,2018-01-03 06:00,-78.9462,43.1073,M,M,M,M,M,M,30.12,M,6.00,M,SCT,M,M,M,2400.00,M,M,M,HZ,M,M,M,M,KIAG 030600Z AUTO /////KT 6SM HZ SCT024 M06/M12 A3012 RMK T10601120 MADISHF
ART,2018-01-03 06:00,-76.0262,43.9888,M,M,M,220.00,14.00,M,30.11,M,0.50,M,BKN,OVC,M,M,900.00,1400.00,M,M,SN FZFG,M,M,M,M,KART 030600Z AUTO 22014KT 1/2SM SN FZFG BKN009 OVC014 M05/M06 A3011 RMK T10501060 MADISHF
DKK,2018-01-03 06:00,-79.2720,42.4933,M,M,M,200.00,12.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030600Z AUTO 20012KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
ROC,2018-01-03 06:00,-77.6767,43.1167,M,M,M,210.00,10.00,M,30.16,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030600Z AUTO 21010KT 10SM OVC026 M09/M16 A3016 RMK T10901160 MADISHF
BUF,2018-01-03 06:00,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,5.00,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KBUF 030600Z AUTO /////KT 5SM -SN OVC021 M11/M16 A3015 RMK T11101160 MADISHF
IAG,2018-01-03 06:03,-78.9462,43.1073,21.00,10.90,64.48,230.00,25.00,0.00,30.12,M,6.00,32.00,SCT,M,M,M,2400.00,M,M,M,HZ,M,M,M,2.92,KIAG 030603Z AUTO 23025G32KT 6SM HZ SCT024 M06/M12 A3012 RMK AO2 PK WND 25032/0600 T10611117
DSV,2018-01-03 06:05,-77.7130,42.5709,M,M,M,220.00,3.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030605Z AUTO 22003KT 10SM CLR M13/M19 A3018 RMK T11301190 MADISHF
DKK,2018-01-03 06:05,-79.2720,42.4933,M,M,M,200.00,9.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030605Z AUTO 20009KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
FZY,2018-01-03 06:05,-76.3847,43.3497,M,M,M,200.00,8.00,M,30.18,M,10.00,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,KFZY 030605Z AUTO 20008KT 10SM OVC031 M08/M16 A3018 RMK T10801160 MADISHF
IAG,2018-01-03 06:05,-78.9462,43.1073,M,M,M,220.00,19.00,M,30.12,M,6.00,M,FEW,BKN,M,M,1699.00,2400.00,M,M,HZ,M,M,M,M,KIAG 030605Z AUTO 22019KT 6SM HZ FEW016 BKN024 M06/M12 A3012 RMK T10601120 MADISHF
BUF,2018-01-03 06:05,-78.7358,42.9408,M,M,M,M,M,M,30.15,M,5.00,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KBUF 030605Z AUTO /////KT 5SM -SN OVC021 M11/M16 A3015 RMK T11101160 MADISHF
ART,2018-01-03 06:05,-76.0262,43.9888,M,M,M,220.00,13.00,M,30.11,M,0.50,M,BKN,OVC,M,M,900.00,1600.00,M,M,SN FZFG,M,M,M,M,KART 030605Z AUTO 22013KT 1/2SM SN FZFG BKN009 OVC016 M06/M06 A3011 RMK T10601060 MADISHF
ROC,2018-01-03 06:05,-77.6767,43.1167,M,M,M,210.00,9.00,M,30.16,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030605Z AUTO 21009KT 10SM OVC026 M10/M16 A3016 RMK T11001160 MADISHF
ROC,2018-01-03 06:10,-77.6767,43.1167,M,M,M,210.00,10.00,M,30.16,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030610Z AUTO 21010KT 10SM OVC026 M10/M16 A3016 RMK T11001160 MADISHF
DKK,2018-01-03 06:10,-79.2720,42.4933,M,M,M,210.00,10.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030610Z AUTO 21010KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
BUF,2018-01-03 06:10,-78.7358,42.9408,M,M,M,M,M,M,30.14,M,7.00,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KBUF 030610Z AUTO /////KT 7SM -SN OVC021 M11/M17 A3014 RMK T11101170 MADISHF
IAG,2018-01-03 06:10,-78.9462,43.1073,M,M,M,M,M,M,30.12,M,6.00,M,SCT,BKN,M,M,1699.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030610Z AUTO /////KT 6SM -SN SCT016 BKN024 M06/M11 A3012 RMK T10601110 MADISHF
FZY,2018-01-03 06:10,-76.3847,43.3497,M,M,M,210.00,12.00,M,30.18,M,10.00,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,KFZY 030610Z AUTO 21012KT 10SM OVC031 M08/M15 A3018 RMK T10801150 MADISHF
DSV,2018-01-03 06:10,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030610Z AUTO 00000KT 10SM CLR M12/M19 A3019 RMK T11201190 MADISHF
IAG,2018-01-03 06:11,-78.9462,43.1073,21.00,12.00,67.71,220.00,22.00,T,30.12,M,6.00,32.00,SCT,BKN,M,M,1700.00,2400.00,M,M,-SN,M,M,M,3.85,KIAG 030611Z AUTO 22022G32KT 6SM -SN SCT017 BKN024 M06/M11 A3012 RMK AO2 PK WND 25032/0600 SNB10 P0000 T10611111
ART,2018-01-03 06:15,-76.0262,43.9888,M,M,M,220.00,11.00,M,30.11,M,0.75,M,BKN,OVC,M,M,900.00,1600.00,M,M,-SN BR,M,M,M,M,KART 030615Z AUTO 22011KT 1SM -SN BR BKN009 OVC016 M06/M06 A3011 RMK T10601060 MADISHF
BUF,2018-01-03 06:15,-78.7358,42.9408,M,M,M,210.00,19.00,M,30.14,M,7.00,M,OVC,M,M,M,1999.00,M,M,M,-SN,M,M,M,M,KBUF 030615Z AUTO 21019KT 7SM -SN OVC019 M11/M17 A3014 RMK T11101170 MADISHF
DKK,2018-01-03 06:15,-79.2720,42.4933,M,M,M,200.00,8.00,M,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030615Z AUTO 20008KT 10SM CLR M13/M19 A3020 RMK T11301190 MADISHF
FZY,2018-01-03 06:15,-76.3847,43.3497,M,M,M,220.00,11.00,M,30.17,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,KFZY 030615Z AUTO 22011KT 10SM OVC030 M08/M16 A3017 RMK T10801160 MADISHF
IAG,2018-01-03 06:15,-78.9462,43.1073,M,M,M,M,M,M,30.12,M,6.00,M,SCT,BKN,M,M,1900.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030615Z AUTO /////KT 6SM -SN SCT019 BKN024 M06/M11 A3012 RMK T10601110 MADISHF
SDC,2018-01-03 06:15,-77.1195,43.2346,14.00,5.00,66.82,220.00,8.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,1.94,KSDC 030615Z AUTO 22008KT 10SM CLR M10/M15 A3018 RMK AO2
DSV,2018-01-03 06:15,-77.7130,42.5709,M,M,M,150.00,4.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030615Z AUTO 15004KT 10SM CLR M13/M19 A3018 RMK T11301190 VRB04KT  MADISHF
ROC,2018-01-03 06:15,-77.6767,43.1167,M,M,M,210.00,9.00,M,30.16,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030615Z AUTO 21009KT 10SM OVC026 M10/M16 A3016 RMK T11001160 MADISHF
ROC,2018-01-03 06:20,-77.6767,43.1167,M,M,M,210.00,11.00,M,30.15,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KROC 030620Z AUTO 21011KT 10SM OVC026 M10/M16 A3015 RMK T11001160 MADISHF
DKK,2018-01-03 06:20,-79.2720,42.4933,M,M,M,200.00,10.00,M,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDKK 030620Z AUTO 20010KT 10SM CLR M13/M19 A3021 RMK T11301190 MADISHF
DSV,2018-01-03 06:20,-77.7130,42.5709,M,M,M,130.00,4.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KDSV 030620Z AUTO 13004KT 10SM CLR M13/M19 A3018 RMK T11301190 VRB04KT  MADISHF
ART,2018-01-03 06:20,-76.0262,43.9888,M,M,M,220.00,13.00,M,30.11,M,0.50,M,BKN,OVC,M,M,900.00,1600.00,M,M,SN FZFG,M,M,M,M,KART 030620Z AUTO 22013KT 1/2SM SN FZFG BKN009 OVC016 M06/M07 A3011 RMK T10601070 MADISHF
IAG,2018-01-03 06:20,-78.9462,43.1073,M,M,M,220.00,18.00,M,30.12,M,6.00,M,BKN,BKN,M,M,1900.00,2400.00,M,M,-SN,M,M,M,M,KIAG 030620Z AUTO 22018KT 6SM -SN BKN019 BKN024 M06/M11 A3012 RMK T10601110 MADISHF
